"Title","Tomatometer","Fresh","Audience.score","Rating","Parental.Control","Genre1","Genre2","Genre3","Director","Production","DirectorIsWriter","Runtime","Release.Date","Release.Year","Release.Season","Release.isWide"
"Lost In America",100,"Yes",100,"G","Yes","documentary",NA,NA,"RotimiRainwater",NA,NA,94,2020-02-28,"2020","winter","No"
"The King Of Staten Island",74,"Yes",84,"R","No","drama","comedy",NA,"JuddApatow","ApatowProductions,UniversalPictures,PerfectWorldPictures","No",137,2020-05-28,"2020","spring",""
"Return To Hardwick",100,"Yes",100,"PG","No","documentary",NA,NA,"MichaelSellers","FrankenbiteProductions,HaaselineEntertainment,93rdBombardmentGroupAssociation",NA,73,2020-06-07,"2020","spring",""
"Think Like A Dog",70,"Yes",52,"PG","No","fantasy","kidsandfamily","comedy","GilJunger","AndrewLazar,CoryChen,LinshuZhang","No",91,2020-06-08,"2020","spring",""
"The Collini Case",83,"Yes",64,"G","Yes","crime","drama","mysteryandthriller","MarcoKreuzpaintner","ConstantinFilm","No",123,2020-06-04,"2020","spring",""
"The Dinner Party",38,"No",81,"G","Yes","horror",NA,NA,"MilesDoleac",NA,"Yes",115,2020-06-09,"2020","spring",""
"Infamous",21,"No",50,"G","Yes","mysteryandthriller","drama","crime","JoshuaCaldwell","LucidityEntertainment,SSSEntertainment,SSSFilmCapital,ElRideProductions,BeerMoneyWorldwide","Yes",100,2020-06-12,"2020","spring","No"
"Hammer",79,"Yes",76,"G","Yes","crime","drama","mysteryandthriller","ChristianSparkes","JoBroProductions&FilmFinance,RhombusMedia","Yes",82,2020-06-04,"2020","spring",""
"Becky",72,"Yes",57,"R","No","mysteryandthriller",NA,NA,"JonathanMilott,CaryMurnion","SSSFilmCapital,Buffalo8Productions,YaleProductions,BoulderLightPictures,UnitedTalentAgency(UTA),BondItMediaCapital,SSSEntertainment","No",93,2020-06-05,"2020","spring","No"
"The Soul Collector",73,"Yes",88,"G","Yes","horror",NA,NA,"HaroldHolscher","ManMakesaPictureProductions","Yes",100,2020-06-04,"2020","spring",""
"Never Be Done: The Richard Glen Lett Story",100,"Yes",98,"G","Yes","biography","comedy","documentary","RoyTighe",NA,NA,80,2020-06-15,"2020","spring",""
"RAD",40,"No",90,"PG","No","adventure",NA,NA,"HalNeedham","TaliaFilmIIProductions",NA,91,2017-03-13,"2017","winter",""
"Scoob!",48,"No",55,"PG","No","adventure","kidsandfamily","animation","TonyCervone","WarnerAnimationGroup,1492Pictures,AtlasEntertainment","No",94,2020-05-15,"2020","spring",""
"Midnight Family",97,"Yes",82,"G","Yes","action","crime","drama","LukeLorentzen","HedgehogFilms,NoFicción",NA,81,2019-12-06,"2019","autumn","No"
"Premature",92,"Yes",68,"R","No","drama","romance",NA,"RashaadErnestoGreen","AstuteFilms,RelicPictures","No",86,2020-02-21,"2020","winter","No"
"Olympic Dreams",70,"Yes",58,"PG-13","No","romance",NA,NA,"JeremyTeicher","NickKroll,NoraMay,AlexiPappas,WillRowbotham,JeremyTeicher","No",83,2020-02-10,"2020","winter","No"
"Lucky Grandma",94,"Yes",65,"G","Yes","drama",NA,NA,"SasieSealy","ParrisPictures,TreeheadFilms","No",100,2020-05-22,"2020","spring","No"
"And Then We Danced",93,"Yes",95,"G","Yes","drama","romance",NA,"LevanAkin","FrenchQuarterFilm,TakesFilm",NA,105,2020-02-07,"2020","winter","No"
"End Of Sentence",92,"Yes",94,"G","Yes","drama",NA,NA,"ElfarAdalsteins","MovieExtras,SamsonFilms,BerserkFilms,PalomarPictures","No",96,2020-05-27,"2020","spring","No"
"The High Note",70,"Yes",73,"PG-13","No","music","drama","comedy","NishaGanatra","WorkingTitleFilms,PerfectWorldPictures","No",113,2020-06-25,"2020","summer",""
"Jesus Shows You The Way To The Highway",92,"Yes",83,"G","Yes","scifi","action","mysteryandthriller","MiguelLlansó","RookFilms,Avanpost,LanzaderaFilms,BiraBiroFilms,AlastiKino,MojoRaiserProduction","Yes",83,2020-06-01,"2020","spring",""
"Chameleon",100,"Yes",79,"G","Yes","mysteryandthriller",NA,NA,"MarcusMizelle","FortePictures","Yes",80,2020-05-12,"2020","spring",""
"Castle In The Ground",65,"Yes",70,"G","Yes","drama",NA,NA,"JoeyKlein","WoodsEntertainment,Tip-TopProductions,BandWithPictures","Yes",105,2020-05-15,"2020","spring",""
"Military Wives",76,"Yes",57,"PG-13","No","comedy","drama",NA,"PeterCattaneo","KolikoFilms,42,IngeniousMedia,TempoProductionsLimited","No",112,2020-05-22,"2020","spring",""
"The Painter And The Thief",97,"Yes",78,"G","Yes","documentary",NA,NA,"BenjaminRee","Medieoperatørene,TremoloProductions",NA,102,2020-05-22,"2020","spring","No"
"I Love You, Stupid (Te Quiero, Imbécil)",63,"Yes",58,"G","Yes","romance",NA,NA,"LauraMañá","LastorMedia",NA,101,2020-05-19,"2020","spring",""
"The Dalai Lama: Scientist",88,"Yes",100,"G","Yes","documentary",NA,NA,"DawnGiffordEngle","PeaceJamProductions","Yes",94,2020-05-12,"2020","spring",""
"I Will Make You Mine",100,"Yes",100,"G","Yes","drama",NA,NA,"LynnChen","GrayHatProductions","Yes",80,2020-05-29,"2020","spring",""
"AKA Jane Roe",88,"Yes",70,"G","Yes","documentary",NA,NA,"NickSweeney",NA,NA,101,2020-05-23,"2020","spring",""
"Survive The Night",15,"No",63,"R","No","action","mysteryandthriller",NA,"MattEskandari","Emmett/Furla/OasisFilms,SSSEntertainment","No",80,2020-05-22,"2020","spring","No"
"The Trip To Greece",87,"Yes",51,"G","Yes","comedy",NA,NA,"MichaelWinterbottom","RevolutionFilms",NA,112,2020-05-22,"2020","spring","No"
"Blood And Money",39,"No",50,"G","Yes","action","mysteryandthriller",NA,"JohnBarr","SuzaHorvat","No",89,2020-05-15,"2020","spring","No"
"Body Cam",44,"No",44,"R","No","mysteryandthriller","horror",NA,"MalikVitthal","ParamountPlayers,AceEntertainment","No",97,2020-05-19,"2020","spring",""
"Man In Camo",100,"Yes",100,"G","Yes","documentary",NA,NA,"EthanH.Minsker","EthanH.Minsker",NA,85,2020-05-29,"2020","spring",""
"Valley Girl",55,"No",86,"PG-13","No","musical","romance",NA,"RachelLeeGoldenberg","AnnapurnaPictures","No",103,2020-05-05,"2020","spring",""
"Capone",41,"No",25,"R","No","biography","crime","drama","JoshTrank","CreativeWealthMediaFinance,BronStudios,AddictivePictures,ABandApart,LawrenceBenderProductions","Yes",103,2020-05-12,"2020","spring",""
"Working Man",93,"Yes",82,"G","Yes","drama",NA,NA,"RobertJury","StoryandFilm,TheJuryRoom,Morgan'sMark","Yes",109,2020-05-05,"2020","spring",""
"Driveways",100,"Yes",89,"G","Yes","drama",NA,NA,"AndrewAhn",NA,NA,83,2020-05-08,"2020","spring",""
"Porno",81,"Yes",34,"G","Yes","horror","comedy",NA,"KeolaRacela","Evoke","No",98,2020-05-08,"2020","spring",""
"Saint Frances",99,"Yes",78,"G","Yes","drama","comedy",NA,"AlexThompson","JamesChoi","No",106,2020-02-28,"2020","winter","No"
"CRSHD",75,"Yes",60,"G","Yes","comedy",NA,NA,"EmilyCohn","ESCProductions","Yes",80,2020-08-02,"2020","summer",""
"Rewind",100,"Yes",95,"G","Yes","drama","documentary",NA,"SashaNeulinger","FilmRise,CedarCreekProductions",NA,86,2020-06-12,"2020","spring",""
"The Traitor",84,"Yes",70,"R","No","biography","crime","drama","MarcoBellocchio","RaiCinema,IBCMovie","No",145,2020-01-31,"2020","winter","No"
"On A Magical Night (Chambre 212)",65,"Yes",23,"G","Yes","drama","comedy",NA,"ChristopheHonoré","Canal+,LaBanquePostaleImage13,ScopePictures,Ciné+,Cinémage14,Wallimage,BidibulProductions,FranceTélévisions,LesFilmsPelléas,France2Cinéma,LaBanquePostaleImage12,FilmFundLuxembourg","Yes",86,2020-08-08,"2020","summer",""
"Better Days",100,"Yes",97,"G","Yes","drama",NA,NA,"DerekTsang","Yuet-JanHui",NA,135,2019-11-08,"2019","autumn","No"
"A Good Woman Is Hard To Find",92,"Yes",71,"G","Yes","crime","drama","mysteryandthriller","AbnerPastoll","FrakasProductions",NA,97,2020-05-08,"2020","spring",""
"The Jack In The Box",20,"No",40,"G","Yes","horror",NA,NA,"LawrenceFowler","UpaNotchProductions","Yes",87,2020-05-05,"2020","spring",""
"Greed",47,"No",33,"R","No","comedy",NA,NA,"MichaelWinterbottom","Film4,SonyPicturesInternational,RevolutionFilms","Yes",104,2020-03-06,"2020","winter","Yes"
"How To Build A Girl",79,"Yes",59,"R","No","comedy",NA,NA,"CokyGiedroyc","Film4,Lionsgate,MonumentalPictures","No",102,2020-05-08,"2020","spring",""
"Sweetness In The Belly",40,"No",60,"G","Yes","drama",NA,NA,"ZeresenayMehari","SiennaFilmsInc.,ParallelFilms","No",110,2020-05-08,"2020","spring",""
"Blue Story",92,"Yes",66,"R","No","crime","drama",NA,"Rapman","JoiProductions,ParamountPictures,DJFilms,BBCFilms,WrushMedia","Yes",91,2020-05-05,"2020","spring",""
"Spaceship Earth",87,"Yes",62,"G","Yes","documentary",NA,NA,"MattWolf","ImpactPartners,StaceyReissProductions,RadicalMedia",NA,114,2020-05-08,"2020","spring","No"
"Arkansas",47,"No",54,"R","No","crime","mysteryandthriller","comedy","ClarkDuke","DonKeeProductions,Buffalo8Productions,JeffRiceFilms,StoryBoardMedia","No",115,2020-05-05,"2020","spring",""
"Justice League Dark: Apokolips War",100,"Yes",91,"R","No","adventure","action","animation","MattPeters,ChristinaSotta","WarnerBros.Animation","No",90,2020-05-05,"2020","spring",""
"The Wrong Missy",33,"No",51,"G","Yes","comedy",NA,NA,"TylerSpindel","HappyMadisonProductions,QCEntertainment,Netflix","No",89,2020-05-19,"2020","spring",""
"Evil Little Things",50,"No",0,"G","Yes","horror",NA,NA,"MattGreen","CreepyDollFilms","No",80,2020-05-12,"2020","spring",""
"Proximity",39,"No",35,"G","Yes","scifi",NA,NA,"EricDemeusy","DemeusyPictures","Yes",119,2020-05-15,"2020","spring","No"
"Have A Good Trip: Adventures In Psychedelics",58,"No",72,"G","Yes","documentary",NA,NA,"DonickCary",NA,NA,101,NA,NA,NA,""
"18 Presents (18 Regali)",60,"Yes",62,"G","Yes","drama",NA,NA,"FrancescoAmato","LuckyRed",NA,115,2020-05-19,"2020","spring",""
"Becoming",93,"Yes",57,"PG","No","documentary",NA,NA,"NadiaHallgren",NA,NA,89,2020-05-07,"2020","spring",""
"Until The Birds Return (En Attendant Les Hirondelles)",78,"Yes",80,"G","Yes","drama",NA,NA,"KarimMoussaoui",NA,"No",113,2020-04-28,"2020","spring",""
"Bit",90,"Yes",36,"G","Yes","horror","comedy",NA,"BradMichaelElmore","Provocator","Yes",90,2020-04-24,"2020","spring",""
"To The Stars",81,"Yes",77,"G","Yes","drama",NA,NA,"MarthaStephens","ProwessPictures,NorthernLightsFilms,RockhillStudios,FotonPictures","No",111,2020-04-24,"2020","spring",""
"Bull",90,"Yes",70,"G","Yes","drama",NA,NA,"AnnieSilverstein","BertMarcusProductions","Yes",108,2020-04-29,"2020","spring",""
"Beanpole (Dylda)",91,"Yes",82,"G","Yes","drama",NA,NA,"KantemirBalagov","ARPSélection,Non-StopProductions,ARContent","No",137,2020-01-29,"2020","winter","No"
"Deerskin",87,"Yes",71,"G","Yes","comedy",NA,NA,"QuentinDupieux","GaridiFilms,Arte,arteFranceCinéma,uFund,CentreNationalduCinémaetdeL'imageAnimée,Canal+,AtelierdeProduction,Cinémage13,DiaphanaDistribution,NexusFactory,OCS,RégionNouvelle-Aquitaine,Umedia","Yes",77,2020-06-26,"2020","summer",""
"Robert The Bruce",44,"No",67,"G","Yes","history","war","drama","RichardGray","YellowBrickFilms","No",124,2020-04-24,"2020","spring",""
"1BR",86,"Yes",54,"G","Yes","horror","mysteryandthriller",NA,"DavidMarmor","MalevolentFIlms","Yes",90,2020-04-24,"2020","spring",""
"The Wretched",74,"Yes",46,"G","Yes","mysteryandthriller","horror",NA,"BrettPierce,DrewT.Pierce","CailleachProductions","Yes",95,2020-04-29,"2020","spring","No"
"Bad Education",94,"Yes",83,"G","Yes","drama","comedy",NA,"CoryFinley","AutomatikEntertainment,SightUnseenPictures,HBOFilms","No",103,2020-04-26,"2020","spring",""
"Endings, Beginnings",44,"No",59,"G","Yes","drama",NA,NA,"DrakeDoremus","CJEntertainment,ProtagonistPictures","No",110,2020-04-17,"2020","spring","No"
"Tammy's Always Dying",75,"Yes",98,"G","Yes","drama",NA,NA,"AmyJoJohnson","JAProductions,EggplantPicture&Sound","No",85,2020-04-30,"2020","spring",""
"Blood Quantum",90,"Yes",42,"G","Yes","horror",NA,NA,"JeffBarnaby","ProspectorFilms","Yes",96,2020-04-28,"2020","spring",""
"True History Of The Kelly Gang",79,"Yes",41,"R","No","biography","drama","crime","JustinKurzel","LaCinéfacture,DaybreakPictures,FilmVictoria,ScreenAustralia,PorchlightFilms,Film4","No",124,2020-04-20,"2020","spring","No"
"Witches In The Woods",57,"No",62,"G","Yes","horror","mysteryandthriller",NA,"JordanBarker","GearshiftFilms","No",90,2020-04-24,"2020","spring",""
"Capital In The Twenty-First Century",93,"Yes",79,"G","Yes","documentary",NA,NA,"JustinPemberton","UpsideProductions,GeneralFilmCorporation",NA,103,2020-04-03,"2020","spring","No"
"The Photograph",74,"Yes",81,"PG-13","No","drama","romance",NA,"StellaMeghie","WillPackerProductions","Yes",106,2020-02-14,"2020","winter","Yes"
"Natalie Wood: What Remains Behind",78,"Yes",81,"G","Yes","documentary",NA,NA,"LaurentBouzereau","AmblinTelevision,HBODocumentaryFilms",NA,100,2020-05-06,"2020","spring",""
"Vanilla",87,"Yes",83,"G","Yes","romance",NA,NA,"WillDennis","TomAtwell,WillDennis,AdamPeryer","Yes",87,2020-04-30,"2020","spring",""
"James VS His Future Self",100,"Yes",54,"G","Yes","drama",NA,NA,"JeremyLaLonde","JoBroProductions&FilmFinance,NeophyteProductions,Banana-MoonSkyFilms","No",94,2020-04-30,"2020","spring",""
"Enemy Lines",20,"No",48,"G","Yes","history","drama","war","AndersBanke","HappyHourFilms,GaiaMedia","No",93,2020-04-24,"2020","spring",""
"The Half Of It",97,"Yes",80,"PG-13","No","romance",NA,NA,"AliceWu","LikelyStory","Yes",105,2020-05-02,"2020","spring",""
"Murder To Mercy: The Cyntoia Brown Story",79,"Yes",43,"G","Yes","documentary",NA,NA,"DanielH.Birman",NA,NA,101,NA,NA,NA,""
"Dangerous Lies (Windfall)",25,"No",22,"G","Yes","mysteryandthriller",NA,NA,"MichaelM.Scott",NA,"No",96,2020-05-01,"2020","spring",""
"All Day And A Night",57,"No",62,"R","No","drama",NA,NA,"JoeRobertCole","MightyEngine,ColorForce",NA,121,2020-05-02,"2020","spring",""
"A Secret Love",100,"Yes",94,"G","Yes","documentary",NA,NA,"ChrisBolan","BeechHillFilms,BlumhouseProductions",NA,83,2020-04-29,"2020","spring",""
"Jerry Seinfeld: 23 Hours To Kill",75,"Yes",51,"G","Yes","standup",NA,NA,"JoeDemaio",NA,NA,101,NA,NA,NA,""
"Get In",50,"No",35,"G","Yes","horror","mysteryandthriller",NA,"OlivierAbbou","22h22,Umedia,AlliancedeProductionCinematographique(APC)",NA,97,2020-05-02,"2020","spring",""
"Mrs. Serial Killer",17,"No",54,"G","Yes","crime","mysteryandthriller","drama","ShirishKunder","NetflixIndia",NA,106,2020-05-02,"2020","spring",""
"The Willoughbys",90,"Yes",64,"PG","No","kidsandfamily","animation","comedy","KrisPearn","BronStudios,CreativeWealthMediaFinance","Yes",92,2020-04-22,"2020","spring",""
"Trolls World Tour",70,"Yes",59,"PG","No","kidsandfamily","musical","animation","WaltDohrn","DreamWorksAnimation","No",91,2020-04-02,"2020","spring","No"
"The Rhythm Section",28,"No",44,"R","No","action","mysteryandthriller",NA,"ReedMorano","EonProductionsLtd.,IMGlobal","No",109,2020-01-31,"2020","winter","Yes"
"Perfect",21,"No",50,"G","Yes","scifi","mysteryandthriller","horror","EddieAlcazar",NA,"No",85,2019-05-17,"2019","spring","No"
"Trust Machine: The Story Of Blockchain",90,"Yes",83,"G","Yes","documentary",NA,NA,"AlexWinter","GeoffreyJamesClark,KimJackson,AlexWinter",NA,84,2018-10-26,"2018","autumn","No"
"The Plagues Of Breslau (Plagi Breslau)",83,"Yes",50,"G","Yes","crime","drama","mysteryandthriller","PatrykVega","Showmax,VegaInvestments","Yes",93,2020-04-22,"2020","spring",""
"Fantasy Island",7,"No",48,"PG-13","No","horror","mysteryandthriller",NA,"JeffWadlow","BlumhouseProductions,SonyPicturesEntertainment","No",109,2020-02-14,"2020","winter","Yes"
"Abe",70,"Yes",70,"G","Yes","drama","comedy",NA,"FernandoAndrade","GullaneFilmes,SprayFilmes",NA,85,2020-04-15,"2020","spring","No"
"Miles Davis: Birth Of The Cool",92,"Yes",81,"G","Yes","music","documentary",NA,"StanleyNelson","NicoleLondon",NA,115,2020-03-10,"2020","winter",""
"Jump Shot: The Kenny Sailors Story",100,"Yes",98,"G","Yes","documentary",NA,NA,"JacobHamilton","RussellWayneGroves,JacobHamilton",NA,73,2020-06-02,"2020","spring",""
"Stray Dolls",71,"Yes",67,"G","Yes","crime","mysteryandthriller","drama","SonejuhiSinha","OmFilms,BrindeFolie","No",97,2020-04-08,"2020","spring",""
"Circus Of Books",98,"Yes",81,"G","Yes","biography","documentary",NA,"RachelMason","AdamBaran,CynthiaChilds,CamillaHall,KathrynRobson",NA,92,2020-04-22,"2020","spring",""
"Underwater",48,"No",60,"PG-13","No","horror","action","mysteryandthriller","WilliamEubank","20thCenturyFox,TSGEntertainment,CherninEntertainment","No",95,2020-01-10,"2020","winter","Yes"
"Sea Fever",86,"Yes",47,"G","Yes","horror","mysteryandthriller",NA,"NeasaHardiman","MakarProductions,BrightMovingPicturesSwedenAB,FrakasProductions,FantasticFilms","Yes",90,2020-04-08,"2020","spring",""
"No Small Matter",100,"Yes",100,"G","Yes","documentary",NA,NA,"DanielAlpert,GregJacobs,JonSiskel","KindlingGroup",NA,101,2020-06-25,"2020","summer",""
"Butt Boy",70,"Yes",67,"G","Yes","mysteryandthriller","comedy",NA,"TylerCornack","TinyCinema","No",99,2020-04-14,"2020","spring",""
"Sergio",43,"No",51,"R","No","drama",NA,NA,"GregBarker","ThaiOccidentalProductions,BlackRabbitMedia,DesertMotionPictures,AnimaPictures","No",118,2020-04-18,"2020","spring",""
"Man Camp",100,"Yes",91,"G","Yes","comedy",NA,NA,"NateBakke","ScottKruse","No",94,2020-04-19,"2020","spring",""
"Mortal Kombat Legends: Scorpion's Revenge",89,"Yes",86,"R","No","adventure","action","animation","EthanSpaulding","DCEntertainment,WarnerBros.Animation","No",80,2020-04-12,"2020","spring","No"
"Extraction",66,"Yes",69,"R","No","action","mysteryandthriller",NA,"SamHargrave","T.G.I.MFilms,IndiaTakeOneProductions,ThematicEntertainment,AGBO","No",117,2020-04-25,"2020","spring",""
"Behind You",6,"No",30,"R","No","horror",NA,NA,"AndrewMecham,MatthewWhedon","TremendumPictures,Parallellogram","Yes",86,2020-04-15,"2020","spring",""
"Rising High (Betonrausch)",33,"No",47,"G","Yes","comedy",NA,NA,"CüneytKaya","Netflix",NA,94,2020-04-18,"2020","spring",""
"Sonic The Hedgehog",63,"Yes",93,"PG","No","fantasy","adventure","kidsandfamily","JeffFowler","OriginalFilm,ParamountPictures","No",100,2020-02-14,"2020","winter","Yes"
"The Last Full Measure",59,"No",96,"R","No","war","drama",NA,"ToddRobinson","Provocator,ForesightUnlimited,SSSEntertainment,LightboxPictures","Yes",110,2020-01-24,"2020","winter","Yes"
"What You Gonna Do When The World's On Fire?",87,"Yes",57,"G","Yes","documentary",NA,NA,"RobertoMinervini","OktaFilm,RaiCinema",NA,123,2020-04-06,"2020","spring",""
"It Started As A Joke",100,"Yes",83,"G","Yes","documentary",NA,NA,"KenDruckerman,JulieSmithClem","Left/Right",NA,76,2020-04-03,"2020","spring",""
"Strike",83,"Yes",76,"G","Yes","adventure","animation","comedy","TrevorHardy","Gigglefish",NA,100,2020-04-05,"2020","spring",""
"Slay The Dragon",100,"Yes",74,"PG-13","No","documentary",NA,NA,"ChrisDurrance,BarakGoodman","BarakGoodman",NA,101,2020-04-03,"2020","spring",""
"Brahms: The Boy II",9,"No",44,"PG-13","No","horror","mysteryandthriller",NA,"WilliamBrentBell","LakeshoreEntertainment,VertigoEntertainment,STXEntertainment","No",86,2020-02-21,"2020","winter","Yes"
"The Other Lamb",75,"Yes",34,"G","Yes","horror","drama",NA,"MalgorzataSzumowska","SuboticaEntertainment,RooksNestEntertainment","No",97,2020-04-01,"2020","spring","No"
"The Current War: Director's Cut",61,"Yes",79,"PG-13","No","biography","history","drama","AlfonsoGomez-Rejon","TheWeinsteinCompany,ThunderRoadPictures,FilmRites","No",101,2019-10-25,"2019","autumn","Yes"
"The Captain",75,"Yes",96,"G","Yes","drama",NA,NA,"AndrewLauWai-Keung","EmeiFilmGroup,BonaFilmGroup,HuaxiaFilmDistributionCompany,AlibabaPicturesGroup","No",111,2019-10-18,"2019","autumn","No"
"Ip Man 4: The Finale",87,"Yes",95,"G","Yes","action","sportsandfitness",NA,"WilsonYip","BulletFilms,ShanghaiBonaCulturalMedia,MandarinMotionPictures","No",105,2019-12-25,"2019","winter","No"
"Never Rarely Sometimes Always",99,"Yes",20,"PG-13","No","drama",NA,NA,"ElizaHittman","BBCFilms","Yes",101,2020-03-13,"2020","winter","No"
"Impractical Jokers: The Movie",35,"No",76,"PG-13","No","comedy",NA,NA,"ChrisHenchy","FunnyorDie,truTV","Yes",93,2020-02-28,"2020","winter","Yes"
"Clover",28,"No",60,"G","Yes","comedy",NA,NA,"JonAbrahams","RichardGuay","No",91,2020-04-03,"2020","spring","No"
"Streetlight Harmonies",100,"Yes",100,"G","Yes","music","documentary",NA,"BrentWilson","FootnoteFilms,LeyLineEntertainment,HatCreekFilms",NA,84,2020-03-28,"2020","spring",""
"Lazy Susan",10,"No",47,"G","Yes","comedy",NA,NA,"NickPeet","StargazerFilmsUSA,DominionPicturesCorporation,HazyMillsProductions","No",90,2020-04-03,"2020","spring","No"
